Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
334,3.61,0.87,32.1,39.4,47.27,94.15
1043,3.63,3.42,25.7,67.1,39.9,77.42
1537,3.53,4.85,38.5,88.9,35.29,68.63
1109,3.72,3.67,33.0,77.0,38.01,77.17
1474,3.91,0.77,26.4,91.1,34.45,70.64
1504,3.82,0.58,36.9,85.3,35.59,66.92
1612,3.68,0.51,43.2,91.8,33.93,65.55
307,3.39,4.99,41.5,42.1,47.21,89.54
1269,4.02,3.38,34.2,78.7,36.84,74.3
236,4.07,2.65,46.1,37.3,47.69,90.47
960,3.7,3.09,26.2,65.1,41.14,78.99
773,3.27,4.55,49.0,60.4,42.23,82.02
744,3.45,1.4,41.6,64.7,42.3,82.77
980,3.85,2.75,39.6,66.8,41.19,78.26
1382,3.71,0.81,38.0,89.6,37.01,68.45
1954,4.05,1.09,36.2,103.7,29.79,58.4
332,3.52,3.11,46.0,42.4,45.77,88.89
1265,4.14,1.97,22.8,82.2,36.57,74.43
882,3.23,0.86,23.8,63.7,40.91,82.26
420,3.52,4.54,36.9,48.2,44.82,88.22
952,3.25,4.79,40.1,72.1,40.7,79.49
739,3.97,0.9,43.7,59.6,41.77,84.07
959,3.42,1.86,39.1,66.2,40.51,79.19
449,3.77,2.57,38.0,46.3,45.13,87.88
698,3.44,2.68,39.4,56.7,42.5,82.23
1899,4.18,3.54,34.7,106.3,31.56,59.67
458,3.73,2.59,20.4,49.1,45.65,92.45
1374,4.06,1.45,44.7,83.6,36.02,70.35
1865,3.84,3.83,42.3,109.2,32.15,60.98
1084,4.01,4.45,22.6,69.6,38.68,79.54
855,3.48,0.96,27.6,68.3,42.08,83.2
173,3.24,3.57,27.3,39.9,48.48,95.61
577,4.19,4.44,34.7,57.4,43.66,85.9
787,3.71,3.35,46.2,63.2,42.16,82.04
1149,4.02,4.66,22.3,71.2,39.07,77.93
1901,4.17,3.64,26.6,104.9,30.33,63.35
1863,3.55,0.53,34.0,106.0,31.6,61.94
1312,3.88,4.86,43.1,86.4,37.74,71.05
1546,3.95,2.86,35.0,95.3,34.11,66.76
533,3.33,4.08,25.5,50.6,43.68,88.0
1255,4.03,4.91,43.6,75.8,36.52,70.81
75,3.86,4.57,39.3,35.1,49.93,95.56
830,4.05,1.4,48.2,62.3,41.11,79.42
1239,3.31,3.52,39.1,83.5,36.78,74.92
1932,3.39,3.59,48.0,104.4,30.34,57.21
1428,3.72,0.56,42.0,83.6,35.34,70.55
1693,3.4,1.26,36.0,99.3,33.42,66.32
202,4.09,3.5,34.9,41.6,47.46,94.33
1384,3.28,1.26,34.3,81.6,35.94,71.47
701,3.96,2.39,42.7,61.0,43.42,83.27
1323,3.83,1.75,24.4,87.4,36.1,74.49
1724,3.82,3.16,22.7,100.8,33.74,64.4
11,4.18,4.49,29.4,29.6,50.6,99.41
1620,3.57,2.46,41.5,90.9,34.67,65.33
318,3.7,3.65,32.4,42.8,47.42,91.88
1137,3.38,1.8,40.4,77.5,37.96,73.85
1699,3.75,1.15,21.9,96.6,33.15,65.56
850,3.3,2.83,33.1,66.3,41.95,81.88
568,3.65,3.24,41.9,53.2,45.05,86.27
1856,3.97,3.53,31.0,107.2,32.22,61.7
1234,4.01,1.28,32.7,78.7,36.72,75.21
1631,3.94,3.59,41.6,92.6,33.55,63.47
1220,3.53,3.49,32.4,74.4,37.42,74.45
303,4.06,2.2,34.3,40.3,47.21,92.96
689,3.63,4.86,47.3,61.1,42.74,82.05
858,3.9,3.31,25.8,63.3,42.34,81.79
53,3.95,5.0,48.0,35.9,48.8,95.58
1281,3.42,1.13,48.2,83.4,38.19,69.84
317,3.46,2.18,24.5,42.6,46.14,95.35
1330,3.42,4.05,22.9,83.8,37.55,75.34
1381,3.29,4.11,41.1,86.8,36.83,69.21
536,3.39,1.44,21.1,51.3,44.51,91.77
1780,4.08,0.8,41.8,100.7,31.77,61.99
1217,3.51,0.92,29.8,79.3,37.06,75.32
1225,4.19,4.35,26.6,82.9,38.27,73.97
111,3.28,1.89,47.5,33.6,48.51,93.93
147,3.22,3.79,27.3,31.8,47.77,96.47
1942,3.4,3.42,25.2,111.1,30.07,62.92
118,3.6,3.3,36.6,37.6,48.58,96.73
1287,3.73,3.46,37.9,81.4,38.12,73.09
48,3.36,3.66,45.4,31.3,49.2,94.87
893,3.76,0.94,36.8,63.8,40.58,81.06
556,3.34,1.21,35.0,53.9,45.28,87.78
1394,3.92,1.65,32.9,86.7,36.21,71.79
1790,3.37,3.36,41.6,99.6,32.32,61.76
952,3.58,4.62,36.4,63.2,40.88,77.4
1541,4.12,1.72,49.8,92.1,34.83,65.31
197,3.84,3.56,40.2,35.8,48.41,95.67
1741,4.12,1.84,30.4,101.3,32.33,63.68
970,3.39,4.36,30.1,64.7,40.86,79.76
513,3.33,4.78,44.3,54.5,45.6,85.24
950,3.92,2.85,26.6,71.6,40.51,79.42
545,3.3,4.92,40.5,50.5,44.18,84.9
734,3.89,4.57,31.5,55.5,42.39,85.73
1150,3.38,2.82,29.8,77.7,37.54,75.49
881,4.0,0.87,26.9,61.1,41.88,82.06
1784,4.02,1.97,24.7,99.7,32.59,62.42
794,4.01,1.91,34.2,59.4,41.55,83.15
1761,3.43,2.19,28.3,97.1,31.46,64.09
478,3.23,0.56,33.9,45.5,44.89,90.76
309,3.95,4.82,22.0,43.9,47.76,94.34
684,3.37,1.97,27.8,57.6,42.78,86.21
769,3.96,2.2,38.1,63.4,42.36,81.21
1157,3.31,3.92,48.2,79.0,38.28,72.63
153,4.02,1.75,39.8,38.0,49.15,93.87
208,3.47,2.97,42.9,39.3,48.83,91.21
481,3.42,4.36,44.7,54.0,44.41,85.77
1125,3.34,0.85,41.7,72.1,39.6,73.29
859,3.56,1.73,27.3,68.1,42.3,81.99
200,3.86,1.4,39.6,41.5,47.56,92.59
612,4.09,0.65,46.4,51.0,44.63,83.81
349,3.77,4.84,48.0,44.3,47.42,91.03
1534,3.38,4.95,27.9,88.7,34.93,70.46
356,4.07,0.52,38.7,45.0,47.12,90.79
829,3.5,2.88,40.4,65.7,42.65,80.19
1496,3.33,3.36,48.9,94.2,35.06,66.64
986,3.82,1.47,47.6,71.8,41.02,78.66
1969,4.1,2.99,20.3,106.0,30.07,62.02
1904,3.77,4.82,33.1,110.3,30.11,59.07
1595,3.23,2.23,41.1,98.4,33.99,64.4
1451,3.27,3.92,28.0,83.9,35.07,71.15
405,3.61,1.99,21.5,45.0,45.52,90.47
1623,4.07,4.62,42.7,90.8,33.17,65.77
1202,3.86,2.83,22.6,77.6,38.84,78.01
1835,3.91,2.27,39.5,101.6,31.44,61.65
1631,3.28,4.25,41.5,95.9,33.14,64.14
637,3.33,1.93,33.7,54.6,42.87,86.46
409,3.94,3.55,38.1,50.5,45.4,89.08
1125,3.77,3.26,48.2,77.7,38.48,72.9
944,3.81,2.07,27.3,68.9,40.57,82.2
1240,3.74,1.77,43.6,75.9,37.2,71.11
63,4.04,0.65,48.7,36.3,49.05,97.0
1501,3.54,2.08,27.4,92.1,34.57,68.39
800,3.81,1.47,25.1,60.7,42.49,84.5
1540,3.37,1.66,26.6,87.8,34.74,67.71
1459,3.92,4.26,22.1,89.9,36.21,69.6
1612,3.49,4.31,20.4,91.9,33.17,66.89
1764,3.25,2.75,27.4,104.4,31.43,63.81
413,3.7,3.21,31.5,47.8,46.26,90.02
634,3.56,3.19,21.1,52.5,43.32,89.75
1856,3.8,4.02,47.5,100.8,32.29,58.24
1549,4.01,2.67,23.7,91.3,34.03,67.66
1777,3.59,1.34,34.5,102.0,32.62,64.53
1928,3.66,1.44,40.6,107.0,31.35,59.31
1914,3.35,2.84,24.4,111.4,30.25,62.61
904,4.01,3.37,20.6,63.0,41.82,83.71
489,3.29,1.19,35.4,47.4,45.66,87.12
561,3.2,3.61,30.8,51.4,44.23,89.57
751,4.03,4.92,49.3,56.0,41.73,80.98
1258,3.21,2.85,37.2,76.6,37.24,72.29
1318,4.18,2.42,40.6,87.1,36.05,69.94
1073,3.83,1.94,47.7,71.8,39.97,76.89
1079,3.65,2.31,32.5,73.3,38.67,77.47
28,3.99,3.2,36.8,31.8,49.4,98.71
1480,3.46,4.39,24.8,89.8,35.09,70.7
1942,3.35,1.84,36.5,111.9,30.33,59.58
966,3.9,3.29,47.9,70.1,40.52,79.14
403,4.01,2.01,43.8,49.7,46.53,90.13
1200,3.63,4.84,21.8,82.1,38.09,75.45
333,4.15,1.03,30.6,42.2,45.8,93.69
1209,3.63,0.65,20.8,78.9,38.41,75.02
18,4.01,0.59,33.0,33.1,49.34,97.38
912,3.92,1.75,32.6,61.5,41.8,79.86
1301,3.52,4.17,36.8,86.3,36.35,70.37
550,4.02,2.01,26.3,49.8,45.14,88.37
239,3.33,4.89,35.5,38.2,47.69,94.84
1777,3.81,3.73,21.9,99.4,32.08,63.87
1699,3.5,3.58,24.0,100.5,33.59,64.26
235,4.16,1.83,47.2,41.2,47.6,93.19
1953,4.14,3.32,33.3,103.3,30.35,58.66
100,3.98,5.0,30.0,33.9,48.31,96.8
1780,3.93,2.53,42.9,97.2,31.37,61.52
587,3.86,4.04,44.3,53.7,43.51,86.76
1898,3.79,2.14,24.8,109.5,30.53,60.34
719,3.89,4.24,40.8,59.4,42.73,81.49
243,3.97,3.99,21.7,39.4,47.69,96.97
722,4.17,3.46,22.4,59.6,43.48,85.36
614,3.55,3.26,41.2,54.4,44.63,85.37
1280,3.9,3.31,43.2,78.9,37.14,70.29
1320,3.71,4.35,48.4,78.6,37.14,70.64
1110,4.11,1.41,23.6,77.4,39.25,79.11
1535,3.44,1.68,24.8,89.1,34.0,69.23
1237,3.58,0.7,30.8,77.2,36.65,75.26
1583,3.86,0.55,26.2,95.0,33.61,70.1
461,3.82,1.25,28.0,48.0,45.82,91.91
903,3.69,1.21,33.2,67.3,40.6,80.14
746,3.24,2.62,25.9,58.2,42.99,83.54
1829,3.94,2.9,23.8,104.3,32.09,63.57
1638,3.9,1.46,42.4,99.7,33.4,65.78
1750,3.64,3.72,33.7,102.4,33.4,63.33
1124,4.12,0.56,33.6,75.8,38.1,77.9
1173,4.07,1.65,30.7,78.2,38.76,74.57
1745,3.77,3.05,42.3,101.8,33.22,63.59
1352,3.59,4.1,45.1,79.8,36.74,69.73
1811,3.24,4.95,46.0,97.8,31.31,61.82
417,3.27,1.43,47.1,44.7,45.91,89.35
1805,3.81,2.47,38.5,97.4,32.68,60.19
352,3.95,1.12,48.4,44.0,47.43,91.39
1825,3.74,4.52,46.5,101.3,32.55,59.53
1332,3.72,3.02,40.3,79.7,35.98,72.29
1897,3.43,2.22,46.8,104.6,30.04,58.08
1647,3.57,4.76,47.7,97.2,33.3,63.26
1013,3.94,4.11,32.3,68.7,39.37,78.39
600,4.09,2.62,36.0,55.3,44.27,87.85
915,3.88,1.02,28.4,65.6,41.72,80.44
711,3.93,4.18,36.8,54.3,43.4,85.89
773,3.82,0.63,48.6,58.6,42.86,81.61
424,3.72,2.13,24.6,48.8,46.67,90.9
779,3.69,0.66,32.6,56.4,42.88,83.19
1656,4.08,3.06,31.7,95.9,33.63,66.54
1999,3.58,3.89,40.1,112.1,29.57,57.56
356,3.69,1.44,29.5,46.8,47.25,94.18
388,3.92,4.85,46.8,49.6,46.46,89.59
593,3.8,1.85,34.2,49.8,44.68,87.32
690,3.61,2.1,32.6,55.7,43.73,87.01
364,3.34,1.34,31.0,47.5,45.49,93.18
9,3.36,1.74,31.2,31.5,49.71,97.61
403,3.57,1.63,49.7,45.3,46.69,87.42
1705,4.09,1.98,29.6,98.0,32.98,66.49
1639,3.4,1.32,36.4,98.5,33.62,67.12
578,3.89,4.64,22.7,57.4,44.34,90.52
299,3.85,3.71,45.7,39.6,46.7,90.53
414,3.41,3.36,29.1,44.7,46.72,92.81
1294,3.25,4.41,31.4,77.1,36.79,71.23
1550,3.85,3.42,40.7,89.4,35.26,67.41
1606,3.53,4.22,38.0,94.2,33.34,66.89
1032,3.25,2.98,42.5,74.0,39.49,76.29
1876,3.4,2.4,28.7,103.3,30.66,60.83
493,3.3,2.6,21.4,47.7,45.81,90.05
845,3.76,4.79,49.9,65.3,40.57,81.09
1369,3.78,1.7,36.3,86.2,36.81,69.3
1309,3.64,4.8,24.0,84.8,37.5,72.68
1926,3.63,4.27,20.2,107.5,30.2,63.14
827,3.93,4.56,35.9,63.9,42.61,81.75
1146,3.42,1.37,37.9,74.5,37.66,73.4
1212,3.52,4.46,24.3,81.5,37.71,76.14
508,3.76,0.8,48.9,53.7,45.06,85.69
890,3.76,2.26,20.5,65.6,40.2,82.38
1766,4.19,2.98,38.6,96.1,32.16,60.92
1055,3.77,2.33,38.3,73.8,38.69,78.62
747,3.31,4.36,34.1,64.6,42.78,85.38
1578,3.29,4.19,21.8,93.0,35.21,67.1
1896,3.21,3.54,26.9,104.3,30.07,62.89
122,4.04,2.98,45.5,38.8,49.74,95.0
428,3.35,2.89,23.7,48.4,45.01,92.29
1408,4.17,1.72,45.4,87.9,36.14,69.89
429,3.3,0.85,42.8,45.3,46.03,88.15
1987,3.76,4.44,40.9,109.5,31.05,59.72
1379,4.02,3.9,31.7,83.3,36.21,70.59
1644,3.22,1.91,40.3,91.3,32.91,65.99
827,3.49,4.75,44.4,66.1,41.03,80.39
529,3.23,1.24,36.3,49.6,44.66,87.2
893,3.92,3.43,48.6,63.3,40.26,77.04
258,3.77,1.28,23.9,38.5,46.99,93.67
1527,3.47,1.87,29.9,92.7,34.39,69.7
1004,3.97,2.46,29.8,73.6,40.61,77.44
1413,3.35,3.24,47.4,91.2,35.08,70.02
1825,3.69,4.92,48.3,105.5,32.09,60.67
452,3.36,0.51,30.9,50.2,46.26,88.24
793,3.6,2.49,38.3,61.9,41.39,81.46
1664,3.96,0.94,21.1,100.9,33.25,68.99
727,3.86,1.82,36.3,62.7,43.61,83.0
1811,3.34,3.94,46.9,99.0,31.44,59.1
1031,3.56,1.95,29.7,71.8,39.53,77.44
236,3.56,2.75,40.3,43.9,47.51,91.09
1217,3.66,3.46,34.4,78.5,38.76,73.82
1612,3.58,2.17,40.7,98.1,34.36,64.65
1358,3.74,2.31,43.0,86.2,37.08,69.69
1611,3.76,2.15,21.6,96.2,33.73,67.99
1915,3.55,1.86,25.4,106.8,30.54,63.02
1523,3.91,1.1,29.2,91.5,34.63,70.7
120,3.36,3.9,47.5,30.9,48.19,95.72
826,3.46,3.18,28.5,67.2,41.06,82.89
1748,3.54,2.15,32.5,104.4,31.97,62.97
1549,3.73,1.14,45.5,93.3,34.99,67.3
633,3.46,2.9,44.9,59.0,42.77,85.53
1622,3.7,1.18,49.5,99.4,34.7,62.55
283,3.46,3.89,42.0,43.7,47.81,91.13
1604,3.87,4.13,38.3,89.8,34.77,66.09
511,3.47,1.23,33.7,47.3,45.52,87.98
1044,3.56,3.37,22.7,72.9,39.31,78.31
33,3.91,3.44,25.2,31.7,50.13,97.36
343,3.32,1.57,28.8,39.8,45.75,93.65
508,4.08,1.82,43.0,49.0,44.76,88.5
321,3.85,1.11,29.4,38.1,46.99,92.98
1475,4.02,0.93,23.8,93.8,35.3,72.22
1759,4.19,4.57,26.4,105.0,33.06,63.16
452,3.79,4.73,20.7,44.4,45.29,91.83
90,3.87,0.84,35.7,32.0,48.3,95.91
1345,4.15,0.52,45.3,84.8,36.35,68.76
1853,3.7,3.2,34.1,102.4,30.91,62.18
648,3.95,3.41,32.5,53.1,44.13,87.35
301,3.7,4.72,40.5,46.0,46.99,93.43
1991,3.54,4.52,25.3,114.5,30.06,58.73
1032,3.24,1.17,39.7,73.3,38.78,75.2
435,3.87,1.12,38.6,44.3,44.9,88.57
1267,3.59,4.29,41.3,85.2,37.26,70.87
1650,3.66,1.83,28.1,98.3,32.92,67.85
84,4.02,1.14,27.7,33.2,49.21,98.22
1156,3.9,2.12,21.4,78.0,38.28,76.05
2000,4.17,1.76,36.8,111.7,30.76,58.73
1985,3.37,1.41,47.1,104.4,29.99,57.42
451,3.21,4.15,41.1,52.6,44.58,89.42
851,3.21,1.31,27.7,62.0,41.06,83.52
1882,3.93,4.18,31.8,104.2,31.17,60.38
1541,3.88,0.54,33.7,88.1,35.52,67.38
504,3.81,3.15,34.7,53.1,45.35,88.45
885,3.8,3.0,46.7,64.4,41.44,80.02
132,3.66,3.32,36.6,32.8,48.69,96.48
790,3.77,3.09,23.5,66.1,42.51,83.01
428,3.57,2.79,38.2,44.1,46.34,88.84
1514,3.98,4.54,31.4,87.0,34.49,68.75
1809,4.1,1.69,26.9,97.5,32.51,63.85
1507,3.64,1.99,35.8,93.0,35.13,67.42
1976,4.18,2.48,48.0,104.9,30.52,55.61
1457,4.15,3.12,36.7,91.4,35.58,70.02
435,3.48,3.76,32.3,44.0,46.26,91.67
1686,4.03,1.53,27.6,95.3,32.14,67.35
220,3.63,4.57,29.7,34.9,48.55,93.94
1406,3.45,3.53,44.6,82.3,36.13,70.75
244,3.73,4.06,29.5,35.6,46.8,95.89
1983,3.46,4.64,28.3,111.0,30.85,58.52
1323,3.36,4.69,26.5,83.6,36.54,72.79
507,3.31,3.76,21.9,45.6,44.87,89.59
645,3.77,2.27,41.5,55.7,43.28,85.63
1589,3.33,1.85,29.4,92.0,33.83,67.84
1954,4.1,3.95,31.2,108.1,30.81,58.47
1079,3.57,1.69,23.3,70.1,39.71,79.41
818,4.07,1.18,33.6,65.7,41.75,82.12
878,3.5,3.88,36.2,61.4,41.56,82.47
1183,3.91,1.8,49.3,81.1,38.21,71.06
838,3.22,4.25,24.8,62.6,40.66,84.89
356,3.74,4.68,31.5,48.4,45.54,91.05
754,3.82,2.74,31.8,61.8,41.55,83.85
1258,4.02,0.54,45.9,77.2,36.48,72.21
1796,3.8,1.26,27.5,104.7,32.75,63.5
624,3.63,3.48,49.8,55.0,42.9,81.95
1758,3.34,1.36,48.3,99.1,32.24,63.2
1524,3.71,2.19,29.3,87.0,34.03,70.03
1504,3.72,3.62,48.7,94.1,34.36,67.77
1872,3.2,3.67,33.8,100.3,31.13,61.18
1646,3.63,3.65,25.0,93.8,32.7,67.43
1212,3.88,0.76,49.0,81.6,38.41,71.68
1068,4.14,3.62,48.6,74.9,39.31,76.14
737,3.44,1.67,45.4,63.9,42.62,83.32
140,4.17,4.04,29.8,32.4,49.25,97.8
1256,4.12,1.83,26.4,77.7,38.41,76.13
1325,3.5,4.2,33.0,82.1,35.83,71.67
1528,4.18,4.03,49.5,91.0,34.84,66.76
1677,3.67,2.58,42.2,94.7,33.84,65.03
809,4.06,1.38,46.1,59.2,42.23,81.56
960,3.63,0.72,42.1,65.6,40.45,80.14
521,3.71,4.7,43.1,51.7,44.84,86.09
180,4.12,3.16,41.5,37.0,48.22,93.57
12,3.88,2.77,46.1,26.5,49.59,96.26
580,3.74,3.82,36.5,50.1,44.42,85.59
1659,3.3,0.67,41.8,98.1,34.32,65.44
1486,3.48,3.05,44.3,92.3,34.29,67.57
1330,3.63,4.03,45.7,80.5,37.17,71.99
1126,4.03,3.07,40.0,72.8,38.06,76.61
1848,3.58,4.48,27.2,107.6,30.78,63.05
1411,3.25,1.1,30.5,86.7,35.47,71.48
1929,3.37,4.7,28.7,104.2,30.99,62.03
1452,3.44,4.45,27.8,83.3,34.83,72.44
226,3.41,1.97,44.9,39.0,47.2,90.72
540,3.83,1.02,25.4,47.5,44.39,88.12
756,3.65,2.76,44.7,65.0,42.77,83.47
1810,3.63,3.75,45.3,99.4,31.68,62.17
1781,3.57,4.45,47.1,99.5,32.68,62.75
1279,3.46,1.54,43.0,85.4,38.05,70.3
172,3.59,4.4,25.1,37.1,48.17,95.02
866,3.9,2.83,35.1,64.7,40.36,81.66
481,4.17,3.99,31.6,53.7,44.94,91.28
653,3.63,4.28,49.3,54.0,43.42,82.66
1847,3.2,2.87,45.0,99.0,31.4,58.52
623,3.83,2.78,35.7,58.3,43.42,84.77
1346,4.09,3.96,24.9,86.8,37.15,72.84
1851,4.08,3.24,38.3,99.9,32.02,60.64
1682,4.07,2.32,36.8,95.7,33.06,64.38
18,3.98,1.61,43.8,26.0,50.8,97.77
17,4.08,4.57,47.2,31.2,49.35,94.93
1181,3.78,0.95,49.0,80.3,39.12,73.08
1065,4.08,0.99,39.9,71.8,39.34,74.74
1607,3.52,1.59,30.8,94.6,34.19,65.85
1665,3.97,1.27,36.5,98.3,32.39,65.63
1148,3.51,1.36,36.2,78.0,38.34,76.49
642,3.69,2.96,21.1,51.9,43.27,85.9
1782,3.51,3.89,47.9,106.2,32.56,59.77
55,4.13,2.08,27.5,30.8,49.55,99.23
760,3.88,1.4,31.4,56.8,42.5,82.23
1597,3.71,4.01,20.6,98.6,33.96,69.42
977,3.23,2.32,48.1,67.1,41.01,78.02
1089,3.35,1.22,22.5,70.7,38.92,77.76
937,3.51,2.22,36.1,67.1,41.26,77.88
1668,4.01,3.59,26.5,94.3,33.29,65.97
1547,3.81,4.05,40.7,95.9,34.38,67.81
914,3.97,1.66,32.0,63.6,40.17,80.79
252,3.9,0.93,20.1,39.9,47.55,94.33
68,3.73,2.78,29.5,36.9,50.14,99.25
1451,3.61,1.57,36.5,86.0,35.08,69.7
354,3.86,4.74,36.8,48.6,46.04,90.65
1713,3.41,3.6,37.8,101.0,32.48,64.21
1110,3.25,1.93,35.6,76.9,37.91,78.07
1389,3.64,1.41,43.0,83.3,36.72,69.02
845,3.87,4.22,44.5,66.3,41.75,78.44
1747,3.59,4.04,36.6,95.6,32.26,65.27
540,3.53,3.59,34.2,55.1,43.88,89.43
1585,3.39,4.75,49.1,95.6,34.99,64.4
1361,3.91,1.68,36.9,84.4,35.62,72.83
227,3.7,4.01,31.5,40.6,46.75,93.24
1105,3.79,0.7,36.0,76.4,38.27,77.35
547,3.23,1.04,33.6,54.8,43.68,88.44
1624,3.35,4.65,38.1,99.1,34.26,63.76
244,3.61,2.05,21.3,41.1,48.52,94.04
453,3.24,0.8,48.9,45.2,45.36,87.04
1010,3.79,1.19,38.5,67.6,40.05,76.31
231,3.53,4.44,20.7,35.9,48.52,95.64
1701,3.56,3.67,43.2,93.7,33.92,62.93
1523,3.77,4.53,30.8,86.6,34.86,69.91
1279,3.54,1.59,31.8,80.5,37.07,74.3
1756,3.35,3.92,39.7,100.9,31.53,64.49
1358,3.37,1.95,20.5,83.0,36.02,72.68
1004,3.58,1.39,30.4,74.3,39.33,80.16
1699,3.3,3.2,26.3,93.9,32.02,66.35
1311,3.64,4.14,34.1,80.8,37.44,71.98
962,3.6,0.62,41.2,65.6,40.56,76.6
1529,4.02,1.4,23.5,94.4,35.23,71.59
61,3.35,4.99,38.4,27.8,50.04,95.78
1567,3.21,1.68,47.7,92.9,34.56,63.81
873,3.91,1.4,44.0,60.9,41.79,78.06
987,3.61,0.89,45.7,66.4,39.23,77.53
1143,4.13,1.55,26.3,78.5,38.21,78.49
428,3.98,4.93,33.4,42.8,45.14,91.23
1590,3.22,2.45,27.2,97.1,33.75,68.04
1192,3.24,4.14,46.9,73.4,38.93,72.63
332,3.81,4.57,33.0,44.2,46.72,91.67
1493,3.46,0.82,28.3,84.8,34.56,67.88
590,3.62,2.02,39.5,54.9,44.19,84.46
1841,3.4,3.26,41.5,100.5,31.09,60.96
1883,3.74,1.11,48.0,100.4,30.75,59.43
163,3.4,0.89,38.3,40.1,47.42,94.11
1618,3.45,1.98,31.1,91.0,33.6,64.98
1275,4.2,3.35,23.6,85.4,37.91,73.76
976,3.4,4.23,23.6,67.9,39.58,80.66
1731,3.48,3.77,23.2,102.8,32.77,67.05
1266,3.46,0.93,28.9,83.3,37.8,72.61
260,4.15,2.25,30.9,41.8,47.74,94.26
852,3.96,4.51,39.0,66.9,40.9,81.56
1497,3.55,0.94,47.9,85.3,35.63,65.33
1009,3.39,2.77,34.0,66.5,39.84,77.65
242,3.68,2.33,49.3,38.1,46.69,90.42
432,4.15,4.61,43.1,46.4,45.17,88.02
83,3.3,4.41,23.8,36.4,49.67,96.94
211,3.76,1.66,44.4,43.2,47.03,93.21
598,3.54,4.8,42.1,54.7,43.76,84.8
729,3.43,1.08,25.6,58.3,43.41,86.52
1295,3.22,2.93,30.1,84.5,38.01,71.46
1845,3.22,4.82,34.4,102.0,32.21,60.78
1956,3.83,2.32,31.2,109.4,30.01,61.5
518,3.38,4.2,29.6,50.7,44.36,90.68
346,3.77,2.69,43.7,43.6,45.73,88.55
1012,3.56,1.38,28.9,72.5,38.9,77.51
196,3.99,1.84,27.0,36.9,47.52,97.5
813,3.55,4.53,38.9,61.8,42.13,83.35
1671,3.74,1.9,45.3,100.2,33.44,63.73
1341,3.36,4.19,42.8,85.0,35.91,72.48
1745,3.74,2.67,49.9,104.2,32.96,59.75
1266,3.77,2.3,26.1,82.7,37.24,73.4
317,3.72,0.77,23.1,44.9,46.36,92.08
113,3.98,0.87,20.2,36.3,48.05,97.29
1766,3.71,0.69,31.4,99.1,32.1,62.5
1932,4.17,3.43,40.0,109.3,29.8,59.49
921,3.58,4.91,29.5,63.6,40.33,79.09
1489,3.21,2.4,22.8,90.7,35.91,70.94
117,3.93,0.92,40.1,30.7,49.69,93.63
622,3.49,3.77,33.0,57.7,43.5,85.78
512,3.47,3.02,42.6,46.4,45.13,87.71
35,3.24,2.48,36.8,31.0,49.52,96.18
46,4.01,3.55,22.8,36.3,49.37,99.57
139,3.65,4.98,44.2,37.5,48.41,95.65
710,3.35,0.75,27.7,61.0,42.35,87.27
1114,3.74,1.47,47.7,72.4,39.16,72.45
891,3.94,1.91,29.3,60.7,40.55,79.95
1924,3.91,3.24,35.8,103.7,30.11,60.87
1505,3.6,4.07,49.7,92.3,35.26,67.5
802,3.97,0.6,26.1,65.0,42.23,83.99
1483,3.85,0.57,29.7,92.2,34.38,69.27
104,3.46,1.0,31.7,36.7,49.45,98.5
1398,3.64,2.62,39.0,89.6,36.29,70.48
1664,3.75,2.34,32.9,97.1,33.08,63.6
558,3.35,4.48,21.2,50.7,43.6,87.57
1971,3.68,1.93,34.2,109.6,31.29,58.43
210,3.54,4.15,35.9,43.2,47.92,92.77
1170,3.73,3.45,40.5,79.0,37.41,73.93
193,3.83,0.53,25.6,40.4,47.56,97.95
1612,3.93,2.84,40.6,98.8,34.46,65.17
813,3.73,4.4,29.6,66.3,42.38,84.93
1621,3.21,4.46,26.1,92.7,34.06,67.53
1853,3.69,4.77,36.4,101.4,30.87,62.74
919,3.86,3.91,31.0,71.1,41.34,80.72
1451,3.99,1.59,30.3,92.9,36.08,69.16
681,3.65,0.75,43.3,61.1,43.5,83.19
1793,3.21,2.87,48.3,101.3,32.5,59.37
1038,4.09,4.8,32.4,75.6,39.18,79.4
969,3.85,4.98,44.8,73.4,40.32,79.6
1204,3.7,4.24,38.4,80.3,38.02,75.67
941,3.48,3.23,48.5,69.2,40.28,77.43
157,3.96,3.06,38.2,37.8,48.77,94.33
1519,3.8,0.91,32.2,88.8,34.66,67.96
972,3.74,4.31,32.8,72.9,40.55,78.08
685,3.37,0.77,25.3,60.5,42.45,84.31
1700,4.19,1.9,20.4,95.1,32.99,68.05
1815,3.37,4.87,33.0,102.8,31.26,63.57
1130,3.27,3.75,30.6,79.6,39.33,75.68
137,4.02,1.55,20.0,38.7,49.36,96.18
1969,3.29,2.3,30.3,105.4,30.79,61.46
800,3.62,3.38,36.8,57.1,41.1,83.03
1918,3.53,1.7,37.4,105.6,30.41,59.05
141,3.63,2.85,23.5,35.4,48.45,98.73
1329,3.93,2.08,27.2,85.3,37.25,72.23
1260,3.78,3.73,44.7,82.5,38.18,71.24
924,3.82,3.43,33.1,70.9,39.94,81.09
1560,3.63,2.63,34.9,91.3,35.2,68.59
1514,3.41,1.32,41.5,91.1,34.18,65.93
477,3.76,4.79,49.6,53.7,44.24,85.94
